0.3725,0.0314,0.2196,3
0.5765,0.8275,0.0431,5
0.7608,0.9569,0.1137,5
0.6745,0.8039,0.5059,5
0.4510,0.5922,0.5059,5
0.2667,0.7020,0.6784,5
0.0824,0.8549,0.8863,6
0.7725,0.6941,0.1490,3
0.9373,0.9529,0.2549,4
0.0824,0.4235,0.6510,7
0.4667,0.9176,0.8471,6
0.3608,0.3176,0.3333,3
0.0275,0.4902,0.3686,5
0.2353,0.8941,0.1529,5
0.9255,0.5294,0.7961,1
0.6863,0.4745,0.1294,3
0.7961,0.5490,0.0275,3
0.9373,0.7098,0.2235,2
0.2745,0.8980,0.2157,5
0.5882,0.4784,0.3137,3
0.4471,0.4863,0.7490,10
0.0627,0.8000,0.2627,5
0.3569,0.4157,0.1725,5
0.0000,0.0824,0.7451,7
0.8471,0.2431,0.1333,0
0.5333,0.3686,0.9804,8
0.9373,0.4078,0.5725,1
0.7412,0.2745,0.9686,8
0.2000,0.6275,0.2941,5
0.5412,0.8902,0.0471,5
0.5137,0.5725,0.2314,5
0.9451,0.4353,0.9020,1
0.3922,0.0039,0.5490,8
0.9137,0.9216,0.5882,4
0.0235,0.6078,0.8039,6
0.8235,0.3255,0.8431,1
0.8078,0.3333,0.6980,1
0.5882,0.6902,0.9176,10
0.8627,0.4392,0.4824,1
0.0235,0.3961,0.3686,5
0.4627,0.8118,0.8745,6
0.4000,0.8549,0.0314,5
0.1569,0.4549,0.1373,5
0.8863,0.3765,0.9412,1
0.1882,0.4235,0.8078,7
0.9059,0.6275,0.5961,12
0.7569,0.9608,0.6980,5
0.8980,0.9294,0.4471,4
0.5176,0.6353,0.7725,10
0.7216,0.8078,0.6431,5
0.6980,0.8039,0.6039,5
0.2275,0.4824,0.0510,5
0.4039,0.1725,0.2510,3
0.8235,0.6157,0.0235,2
0.2314,0.9882,0.2431,5
0.4902,0.0196,0.7765,8
0.4549,0.9412,0.2392,5
0.4588,0.5686,0.4745,5
0.8745,0.6784,0.2235,2
0.7647,0.9451,0.4784,5
0.3686,0.4431,0.6392,10
0.8902,0.9843,0.7490,5
0.8118,0.6588,0.4392,3
0.7098,0.4039,0.3961,3
0.7647,0.0784,0.3961,0
0.1412,0.3176,0.6588,7
0.3333,0.1843,0.6275,8
0.5843,0.8745,0.3843,5
0.5843,0.0627,0.4863,8
0.6706,0.3529,0.4235,3
0.0863,0.1647,0.9255,7
0.3961,0.1333,0.2549,3
0.7961,0.7961,0.7608,10
0.9216,0.6941,0.4039,2
0.7647,0.3490,0.5216,1
0.7608,0.8824,0.0588,5
0.6549,0.7059,0.0627,5
0.0510,0.3020,0.7882,7
0.9490,0.8706,0.5490,12
0.0000,0.1490,0.6627,7
0.5922,0.5922,0.4784,3
0.9294,0.8667,0.1569,4
0.3725,0.2902,0.5216,8
0.4275,0.5882,0.3961,5
0.3020,0.0784,0.8902,8
0.7529,0.0118,0.4667,0
0.4392,0.7725,0.4706,5
0.0353,0.6745,0.5961,5
0.9569,0.8745,0.5529,12
0.8039,0.7020,0.7255,12
0.3176,0.2510,0.9647,8
0.2392,0.0980,0.2980,3
0.1294,0.3647,0.2471,5
0.6078,0.5608,0.9686,8
0.5725,0.8157,0.3059,5
0.9490,0.0431,0.8824,1
0.5137,0.8588,0.9765,6
0.5608,0.0980,0.6039,8
0.2275,0.2039,0.5294,8
0.0275,0.9216,0.5098,5
0.4196,0.9569,0.8431,6
1.0000,0.8000,0.4588,12
0.6196,0.8196,0.4118,5
0.0510,0.6706,0.6392,5
0.6980,0.8588,0.3137,5
0.5137,0.3216,0.7255,8
0.5961,0.2745,0.9608,8
0.6157,0.9961,0.7922,5
0.3529,0.2667,0.4235,8
0.3882,0.2000,0.6588,8
0.9882,0.4667,0.3882,2
0.8314,0.8431,0.2431,4
0.6353,0.8745,0.0471,5
0.0118,0.8157,0.2902,5
0.3216,0.5961,0.4627,5
0.3098,0.9647,0.6784,6
0.5922,0.8549,0.4706,5
0.5804,0.6706,0.5882,5
0.7255,0.0157,0.5098,0
0.5098,0.8039,0.6902,6
0.6745,0.1686,0.5216,0
0.1333,0.0196,0.1020,11
0.1451,0.8745,0.7569,6
0.8510,0.1608,0.2745,2
0.5961,0.9765,0.8039,5
0.4235,0.7020,0.2549,5
0.7765,0.9020,0.2980,5
0.7725,0.8157,0.0353,4
0.0549,0.2235,0.1294,11
0.9216,0.2431,0.2510,2
0.0196,0.3137,0.5765,7
0.0824,0.5176,0.4471,5
0.2431,0.7804,0.8353,6
0.0157,0.3255,0.6078,7
0.7608,0.0706,0.0235,0
0.0980,0.2745,0.2706,11
0.7020,0.1294,0.7373,8
0.3922,0.7176,0.4314,5
0.7647,0.2824,0.7686,8
0.6196,0.2745,0.1765,3
0.9216,0.9451,0.9608,9
0.4980,0.5098,0.6902,10
0.0980,0.8941,0.0549,5
0.6275,0.8510,0.2627,5
0.0275,0.3569,0.3333,5
0.2235,0.9804,0.5804,5
0.5059,0.3686,0.7647,8
0.5843,0.4235,0.3843,3
0.6431,0.5882,0.3373,3
0.0353,0.3294,0.3529,7
0.3137,0.2667,0.1804,3
0.0353,0.6353,0.7725,6
0.8431,0.1843,0.8863,1
0.4549,0.2118,0.5804,8
0.0941,0.8549,0.1882,5
0.3804,0.5647,0.2784,5
0.7020,0.3490,0.5922,8
0.1137,0.0745,0.7647,7
0.2745,0.9333,0.9490,6
0.2863,0.4549,0.3922,5
0.0784,0.3059,0.5333,7
0.3216,0.9294,0.8000,6
0.2902,0.0078,0.8235,8
0.8824,0.0157,0.1412,0
0.7686,0.3451,0.6157,1
0.5725,0.3647,0.3098,3
0.0588,0.1804,0.2627,11
0.5765,0.6078,0.4431,5
0.6157,0.6235,0.7804,10
0.9176,0.1216,0.6627,1
1.0000,0.7608,0.2431,4
0.4118,0.4980,0.4118,5
0.1765,0.1882,0.6706,7
0.7922,0.9608,0.8510,6
0.9608,0.9490,0.8745,9
0.4863,0.0902,0.3373,3
0.5569,0.5490,0.6863,10
0.6275,0.6627,0.0549,5
0.5137,0.2157,0.3608,8
0.8627,0.1490,0.6078,1
0.1451,0.0157,0.8431,7
0.2039,0.2314,0.9608,7
0.2471,0.8706,0.2314,5
0.2196,0.9333,0.8863,6
0.7333,0.4196,0.7961,8
0.5725,0.5137,0.5882,10
0.0314,0.2196,0.0627,5
0.4941,0.6863,0.3843,5
0.6510,0.7294,0.6706,10
0.7529,0.1843,0.2510,0
0.0314,0.1608,0.6431,7
0.0314,0.7922,0.9765,6
0.6353,0.0039,0.6118,8
0.0000,0.0000,1.0000,7
0.0863,0.2000,0.6157,7
0.1686,0.3451,0.6275,7
0.0745,0.5137,0.0863,5
0.6588,0.0235,0.1490,0
0.5765,0.8706,0.5569,5
0.6588,0.8471,0.4627,5
0.0314,0.0275,0.2039,11
0.1333,0.7451,0.0902,5
0.3529,0.5804,0.7294,7
0.3059,0.3412,0.0980,5
0.3725,0.6510,0.1843,5
0.3216,0.1843,0.3294,3
0.3843,0.3373,0.0549,3
0.1333,0.4510,0.3451,5
0.5333,0.2863,0.6196,8
0.9059,0.2078,0.1098,0
0.2510,0.4784,0.8549,7
0.7608,0.7216,0.3059,4
0.2392,0.7765,0.7961,6
0.1412,0.7020,0.3529,5
0.7294,0.0941,0.6902,8
0.3608,0.2588,0.5804,8
0.2588,0.9373,0.3294,5
0.6275,0.6471,0.2902,5
0.3216,0.2431,0.2863,3
0.6627,0.5176,0.8549,8
0.3294,0.8039,0.5490,5
0.2471,0.3804,0.9765,7
0.7098,0.6314,0.3922,3
0.0000,0.4431,0.8118,7
0.2941,0.1882,0.1451,3
0.8118,0.3804,0.6667,1
0.2314,0.2667,0.7294,7
0.9294,0.4078,0.3608,2
0.5216,0.8510,0.2157,5
0.7922,0.4510,0.6980,8
0.8784,0.8353,0.7490,12
0.3490,0.0039,0.5569,8
0.4000,0.7490,0.9333,6
0.2549,0.2039,0.7725,7
0.5294,0.0902,0.7098,8
0.6784,0.1882,0.8549,8
0.8941,0.9647,0.8078,9
0.9451,0.8627,0.6078,12
0.0000,0.1373,0.4510,7
0.8902,0.9020,0.8980,9
0.1961,0.1922,0.3529,11
0.9882,0.2196,0.8000,8
0.6235,0.5098,0.2078,3
0.2549,0.8275,0.5176,5
0.5412,0.8235,0.4784,5
0.4157,0.1647,0.3294,3
0.0745,0.0157,0.4078,7
0.6902,0.5804,1.0000,8
0.0627,0.8431,0.5373,5
0.9216,0.1569,0.0039,2
0.7373,0.6039,0.5412,3
0.8980,0.1804,0.4941,1
0.4000,0.5804,0.1922,5
0.4118,0.8980,0.2431,5
0.3647,0.3373,0.4588,10
0.2392,0.5529,0.1608,5
0.8235,0.3490,0.0902,3
0.4078,0.8314,0.2627,5
0.8784,0.2471,0.3843,2
0.2431,0.7451,0.9647,6
0.4039,0.5451,0.6353,10
0.2902,0.5294,0.1255,5
0.8784,0.1490,0.8157,1
0.0314,0.2157,0.2902,7
0.4980,0.0627,0.8549,8
0.2824,0.2784,0.4039,10
0.9529,0.2627,0.2902,2
0.8118,0.5451,0.8471,1
0.3490,0.2039,0.3961,3
0.0824,0.5294,0.7922,7
0.4039,0.9686,0.8118,6
0.6000,0.6510,0.9843,7
0.9137,0.0863,0.8824,1
0.4824,0.2549,0.0745,3
0.7216,0.9765,0.4314,5
0.4196,0.6980,0.3922,5
0.5647,0.2510,0.4000,3
0.0392,0.6157,0.0275,5
0.5608,0.8902,0.0824,5
0.0314,0.8510,0.7451,5
0.5922,0.9333,0.7412,5
0.6000,0.9333,0.0314,5
0.5294,0.2471,0.7569,8
0.8941,0.9216,0.9216,9
0.8588,0.6784,0.1569,3
0.0863,0.5961,0.0667,5
0.9137,0.9922,0.8235,9
0.4275,0.5294,0.9882,8
0.3961,0.6392,0.5490,5
0.5647,0.7686,0.6549,5
0.7843,0.6314,0.1843,3
0.1608,0.6784,0.5647,5
0.6353,0.0431,0.9059,8
0.3725,0.4745,0.4157,5
0.2000,0.2118,0.0118,3
0.0118,0.3686,0.6784,7
0.8863,0.0667,0.5686,1
0.4667,0.8314,0.5804,5
0.6118,0.1020,0.6078,8
0.8902,0.9490,0.5529,4
0.5961,0.6235,0.5843,10
0.1176,0.5373,0.4471,5
0.4392,0.4078,0.8314,8
0.1647,0.7686,0.0784,5
0.0235,0.6745,0.2431,5
0.0314,0.5216,0.2824,5
0.4157,0.4314,0.3569,10
0.3961,0.0314,0.1451,3
0.4549,0.4275,0.1216,3
0.5765,0.8471,0.5569,5
0.1529,0.1922,0.1098,11
0.1373,0.9216,0.7647,6
0.1412,0.1216,0.3451,11
0.7608,0.0039,0.6039,1
0.7922,0.0039,0.3608,0
0.7490,0.8824,0.6980,5
0.5490,0.3333,0.0196,3
0.3373,0.4745,0.7686,7
0.2078,0.0863,0.1647,3
0.0980,0.1333,0.9804,7
0.8471,0.7647,0.5294,12
0.1843,0.3922,0.0941,5
0.9412,0.8157,0.2039,4
0.4275,0.3059,0.4275,3
0.6784,0.5569,0.3725,3
0.0510,0.3451,0.0549,5
0.4000,0.2588,0.5882,8
0.1686,0.6784,0.2902,5
0.8667,0.3020,0.5490,1
0.7451,0.6235,0.3255,3
0.6275,0.9961,0.0078,5
0.2039,0.4706,0.1569,5
0.2000,0.5843,0.5490,5
0.5765,0.9529,0.5412,5
0.9490,0.0667,0.2980,0
0.3333,0.4549,0.6510,7
0.4902,0.2000,0.4627,8
0.8431,0.8392,0.1137,4
0.2667,0.2471,0.4353,11
0.1451,0.1922,0.1098,11
0.0902,0.7647,0.5961,5
0.4157,0.6353,0.1333,5
0.3765,0.5451,0.6000,10
0.7529,0.9373,0.3255,5
0.4588,0.4627,0.0745,5
0.8431,0.0000,0.9098,8
0.6863,0.4314,0.5098,3
0.1216,0.2157,0.8314,7
0.5059,0.7686,0.9647,6
0.0275,0.0471,0.4941,7
0.0784,0.1765,0.0353,11
0.2431,0.9451,0.9098,6
0.9176,0.9294,0.8902,9
0.4627,0.3961,0.6510,8
0.2196,0.4549,0.6431,7
0.2745,0.0471,0.5020,8
0.2353,0.7843,0.9804,6
0.5255,0.1765,0.6039,8
0.2196,0.3451,0.6118,7
0.2667,0.9961,0.3490,5
0.4784,0.4235,0.3216,5
0.9294,0.1373,0.3608,0
0.4980,0.2824,0.6118,8
0.0667,0.6627,0.6314,5
0.2196,0.5137,0.1294,5
0.3922,0.2549,0.2000,3
0.8784,0.4706,0.3490,2
0.1333,0.9216,0.3059,5
0.1804,0.9294,0.0667,5
0.7804,0.1059,0.0549,0
0.8353,0.8510,0.4824,5
0.4314,0.8510,0.1373,5
0.4471,0.7176,0.5961,5
0.5765,0.4118,0.4902,3
0.3529,0.6549,0.8353,7
0.0314,0.6392,0.2039,5
0.8902,0.1686,0.9020,1
0.3686,0.8980,0.1843,5
0.0941,0.6941,0.2745,5
0.7020,0.8745,0.4157,5
0.7373,0.5608,0.2745,3
0.0784,0.2235,0.7294,7
0.6353,0.8627,0.4902,5
0.7647,0.9333,0.3137,5
0.7647,0.1059,0.3843,0
0.1961,0.1961,0.1373,11
0.9961,0.4510,0.1569,2
0.3412,0.4510,0.2000,5
0.2471,0.3216,0.4157,10
0.1608,0.7216,0.9059,6
0.1490,0.7569,0.9922,6
0.2627,0.6549,0.5294,5
0.0627,0.5961,0.7843,7
0.4275,0.2039,0.1922,3
0.3490,0.0314,0.1176,3
0.9804,0.0863,0.5490,1
0.6902,0.4157,0.6784,8
0.7961,0.4471,0.9922,8
0.9608,0.4784,0.9137,1
0.6745,0.2235,0.2588,3
0.4745,0.0510,0.6667,8
0.3686,0.5569,0.8118,7
0.1765,0.0980,0.9412,7
0.4627,0.5176,0.9765,8
0.6510,0.3804,0.1255,3
0.7098,0.3647,0.5294,8
0.1529,0.0235,0.4667,7
0.1216,0.0078,0.4196,7
0.7882,0.3294,0.4000,2
0.7137,0.4941,0.0314,3
0.3686,0.5373,0.5569,5
0.8157,0.4471,0.7098,1
0.8745,0.3725,0.2549,2
0.8000,0.0784,0.2706,0
0.7569,0.6667,0.5333,3
0.8745,0.8196,0.0471,4
0.6706,0.2784,0.9333,8
0.7529,0.7843,0.8118,10
0.8941,0.2275,0.8941,1
0.2667,0.1216,0.8549,8
0.5059,0.0980,0.1059,3
0.0314,0.6196,0.3647,5
0.0588,0.4824,0.7490,7
0.2863,0.8078,0.0941,5
0.8902,0.6588,0.0235,2
0.4784,0.4627,0.5529,10
0.8000,0.6314,0.9647,8
0.1843,0.1451,0.6863,7
0.9647,0.1216,0.5569,1
0.8275,0.1961,0.3020,0
0.2275,0.4353,0.6588,7
0.1373,0.3098,0.2510,11
0.4118,0.1647,0.1843,3
0.7608,0.1882,0.1451,0
0.5843,0.0627,0.1098,0
0.4902,0.7725,0.8431,6
0.4118,0.3569,0.2706,3
0.4902,0.3569,0.4706,3
0.9725,0.5569,0.5882,12
0.0157,0.6471,0.5098,5
0.5333,0.2510,0.6275,8
0.7725,0.7686,0.0314,4
0.3882,0.7765,0.0157,5
0.7804,0.5529,0.7373,12
0.9098,0.6275,0.2078,2
0.2392,0.5569,0.6549,7
0.1020,0.5647,0.8941,7
1.0000,0.0000,0.0000,0
0.8980,0.1451,0.9059,1
0.5686,0.5333,0.8784,10
0.0549,0.3725,0.8196,7
0.5216,0.8902,0.1804,5
0.3294,0.2824,0.2745,3
0.0235,0.2196,0.5412,7
0.3412,0.1804,0.1490,3
0.3490,0.9294,0.2431,5
0.6353,0.0000,0.6275,8
0.9882,0.7412,0.2784,12
0.8000,0.7294,0.2078,4
0.2314,0.5804,0.0667,5
0.9961,0.0078,0.1686,0
0.7843,0.6000,0.5804,3
0.9176,0.2000,0.3451,0
0.9882,0.0353,0.5020,1
0.4118,1.0000,0.9098,6
0.9451,0.9020,0.4745,4
0.1686,0.8078,0.0078,5
0.0784,0.7137,0.2275,5
0.3686,0.8667,0.4039,5
0.2824,0.6000,0.9569,7
0.8275,0.1922,0.7961,8
0.1569,0.1804,0.4196,7
0.7098,0.3765,0.6784,8
0.4902,0.5412,0.8588,10
0.1059,0.9922,0.4549,5
0.7569,0.0196,0.8353,8
0.0667,0.8000,0.1451,5
0.8627,0.5020,0.2431,3
0.1529,0.7686,0.2000,5
0.9922,0.5333,0.7294,1
0.8627,0.7922,0.6902,12
0.5373,0.8549,0.2392,5
0.8314,0.1843,0.0667,0
0.7569,0.6000,0.5451,3
0.3216,0.2588,0.5843,8
0.3373,0.9294,0.2667,5
0.2000,0.2706,0.5020,7
0.2000,0.0157,0.6510,8
0.2745,0.4078,0.7216,7
0.6039,0.7490,0.7373,10
1.0000,0.1451,0.8314,8
0.1529,0.7020,0.4549,5
0.0353,0.1412,0.7412,7
0.9686,0.9529,0.2902,4
0.0510,0.7216,0.6549,5
0.7176,0.4471,0.4078,3
0.3569,0.1529,0.5961,8
0.5098,0.5098,0.9333,10
0.5255,0.3922,0.2627,3
0.9294,0.6549,0.8980,1
0.1373,0.6667,0.1255,5
0.4039,0.2235,0.4157,3
0.1176,0.0549,0.3373,11
0.5529,0.7725,0.3059,5
0.7725,0.3961,0.9020,8
0.5647,0.7176,0.0392,5
0.3451,0.2471,0.4510,3
0.4902,0.5765,0.6510,10
0.4431,0.1176,0.3804,3
0.4745,0.6627,0.4902,5
0.0902,0.1529,0.1490,11
0.8196,0.3922,0.0588,3
0.1686,0.4627,0.2588,5
0.1804,0.9725,0.2118,5
0.3922,0.2392,0.9373,8
0.5059,0.2392,0.6980,3
0.3765,0.0549,0.7882,8
0.5490,0.3059,0.7020,3
0.0314,0.9412,0.5412,5
0.4980,0.6353,0.3294,5
0.9843,0.6275,0.9725,1
0.7804,0.5176,0.1490,3
0.2627,0.8275,0.7294,5
0.9725,0.6627,0.0039,2
0.8863,0.2000,0.8510,1
0.6118,0.1843,0.7608,8
0.6980,0.6902,0.9176,10
0.9569,0.6000,0.9725,1
0.6667,0.7176,0.8784,10
0.0314,0.6588,0.1529,5
0.2196,0.6078,0.6235,7
0.2118,0.0627,0.6745,8
0.8510,0.7961,0.7216,12
0.7373,0.3490,0.4980,3
0.8196,0.5373,0.1137,3
0.8745,0.6627,0.0196,3
0.5255,0.1608,0.7373,8
0.9529,0.8941,0.7373,9
0.9294,0.9059,0.8784,9
0.7686,0.0588,0.6980,8
0.2784,0.2627,0.7412,8
0.2314,0.6941,0.3098,5
0.7961,0.3490,0.1216,2
0.8235,1.0000,0.2431,5
0.2980,0.1255,0.0784,3
0.6431,0.1098,0.4118,0
0.8431,0.3451,0.5686,1
0.6902,0.4941,0.7451,8
0.6980,0.6078,0.0824,3
0.6627,0.9059,0.5529,5
0.0863,0.0314,0.1451,11
0.7529,0.6431,0.2784,3
0.6275,0.0196,0.9176,8
0.5137,0.2471,0.0745,3
0.5451,0.4431,0.2784,3
0.3608,0.2863,0.0627,3
0.6118,0.6863,0.9451,6
0.8392,0.2627,0.1020,2
0.7020,0.0039,0.7412,8
0.1804,0.5020,0.9608,7
0.5569,0.8078,0.9059,6
1.0000,0.6980,0.1294,2
0.3647,0.1882,0.4941,8
0.9020,0.5451,0.6275,1
0.2235,0.2667,0.2902,11
0.8118,0.9412,0.6588,5
0.9020,0.8706,0.5529,12
0.6784,0.6235,0.1333,3
0.9412,0.5529,0.6196,1
0.8196,0.1804,0.9608,8
0.9020,0.6863,0.9216,10
0.9804,0.8745,0.7882,12
1.0000,0.8549,0.3843,4
0.0627,0.7373,0.8235,6
0.0196,0.6980,0.8627,6
0.4471,0.2824,0.0275,3
0.2627,0.9333,0.3490,5
0.6000,0.9569,0.6353,5
0.0314,0.3216,0.5137,7
0.1765,0.8980,0.4549,5
0.4392,0.0118,0.0549,3
0.8941,0.9804,0.4471,4
0.9961,0.9176,0.5412,12
0.5686,0.0078,0.2784,3
0.6235,0.9843,0.3961,5
0.4235,0.5098,0.6902,7
0.0706,0.2627,0.4588,7
0.7098,0.3922,0.6902,8
0.0706,0.6471,0.3059,5
0.0549,0.3804,0.2784,5
0.3608,0.0235,0.2392,3
0.6275,0.8196,0.5922,5
0.9882,0.9647,0.9451,9
0.9569,0.4549,0.7529,1
0.4431,0.9098,0.7333,6
0.6980,0.5490,0.0078,3
0.4627,0.6471,0.0118,5
0.6980,0.1059,0.6314,8
0.7451,0.7176,0.0588,4
0.7176,0.6941,0.5020,3
0.4078,0.7412,0.9255,7
0.4039,0.8196,0.5333,5
0.7529,0.7333,0.1765,4
0.7529,0.6039,0.5490,3
0.8706,0.6745,0.0000,2
0.8510,0.7451,0.5176,12
0.0118,0.1137,0.1686,11
0.6314,0.1647,0.6627,8
0.5725,0.1333,0.2392,0
0.2980,0.7765,0.3412,5
0.2824,0.2353,0.0039,3
0.5373,0.1569,0.8510,8
0.5451,0.0863,0.1843,3
0.2275,0.7451,0.7137,5
0.6235,0.5137,0.4353,3
0.3098,0.9725,0.1373,5
0.2588,0.7490,0.2235,5
0.5961,0.3412,0.4196,3
0.9137,0.9176,0.4627,12
0.9843,0.3333,0.4941,1
0.5020,0.6275,0.3843,5
0.5490,0.0902,0.2353,3
0.8549,0.3451,0.8157,1
0.1333,0.6431,0.7255,7
0.4941,0.7686,0.9412,6
0.5843,0.4392,0.8902,8
0.9843,0.8863,0.6745,12
0.4627,0.4980,0.6235,10
0.5529,0.9804,0.9647,6
0.4157,0.0314,0.6824,8
0.0941,0.1922,0.4471,7
0.1882,0.0706,0.0667,3
0.7373,0.7490,0.6039,12
0.5451,0.4667,0.3451,3
0.9882,0.3961,0.6275,1
0.6039,0.7608,0.9569,10
0.0431,0.1804,0.6431,7
0.6039,0.3569,0.0471,3
0.0314,0.5686,0.9882,7
0.7451,0.3137,0.3373,3
0.8118,0.1137,0.8706,8
0.5765,0.7333,0.4980,5
0.8627,0.5647,0.4078,2
0.6588,0.9686,0.5216,5
0.2745,0.6314,0.5059,5
0.2235,0.2745,0.9216,7
0.9255,0.8706,0.0784,4
0.8078,0.3922,0.6980,8
0.7294,0.6196,0.8118,8
0.2157,0.9686,0.0078,5
0.9804,0.2314,0.6824,1
0.6980,0.2314,0.4588,0
0.1098,0.1569,0.6667,7
0.9333,0.6627,1.0000,1
0.6980,0.6471,0.4980,3
0.8392,0.0784,0.1216,0
0.0627,0.3882,0.7451,7
0.4902,0.2902,0.8510,8
0.9412,0.7176,0.0784,2
0.6196,0.6745,0.8392,10
0.4941,0.3412,0.7647,8
0.5294,0.7686,0.1725,5
0.7843,0.9922,0.1294,5
0.4314,0.1333,0.4471,8
0.5529,0.4275,0.0980,3
0.0667,0.5137,0.3020,5
1.0000,0.9804,0.9020,9
0.1137,0.7216,0.3686,5
0.0667,0.9176,0.9882,6
0.6118,0.8667,0.5451,5
0.1961,0.0588,0.0353,3
0.5922,0.4431,0.6039,8
0.6784,0.1843,0.0431,0
0.4235,0.1412,0.1098,3
0.8588,0.5137,0.8235,1
0.5451,0.1216,0.0078,3
0.4431,0.1216,0.8157,8
0.1725,0.2627,0.3765,5
0.8118,0.7373,0.2353,4
0.7098,0.8784,0.1412,5
0.6392,0.5882,0.9608,8
0.8588,0.0431,0.2745,0
0.8510,0.7843,0.4196,4
0.3804,0.1176,0.0706,3
0.4157,0.7647,1.0000,6
0.1412,0.4941,0.1059,5
0.3176,0.3412,0.2431,5
0.1098,0.0706,0.9412,7
0.3412,0.2275,0.3608,3
0.7098,0.0392,0.8745,8
0.8627,0.8902,0.9961,9
0.0667,0.6902,0.8235,6
0.9333,0.5608,0.8118,1
0.1490,0.0078,0.4706,8
0.2902,0.5216,0.8824,7
0.5765,0.0471,0.3569,0
0.9882,0.2824,0.8667,1
0.4039,0.8392,0.5961,5
0.4902,0.6353,0.8275,10
0.3608,0.6510,0.6431,5
0.3176,0.9412,0.3843,5
0.0549,0.6196,0.9686,6
0.5843,0.0510,0.5098,8
0.7529,0.3569,0.7216,8
0.6902,0.2078,0.6235,8
0.5412,0.7216,0.9412,6
0.3176,0.3647,0.9216,8
0.2902,0.7216,0.3686,5
0.2275,0.5137,0.4941,5
0.8667,0.2588,0.7490,1
0.8667,0.4235,0.4000,2
0.7961,0.8118,0.4471,4
0.7765,0.1098,0.2588,0
0.9569,0.5490,0.3843,2
1.0000,0.5098,0.9451,1
0.8392,0.6549,0.8549,10
0.6235,0.6510,0.7725,10
0.9569,0.3451,0.8627,1
0.6980,0.4510,0.2902,3
0.4588,0.0902,0.9412,8
0.9294,0.1765,0.4039,0
0.3333,0.7451,0.7412,5
0.1137,0.0824,0.0118,11
0.9098,0.1529,0.7137,1
0.2039,0.6706,0.1647,5
0.8941,0.7255,0.2471,4
0.1647,0.6627,0.8000,7
0.2039,0.4667,0.6588,7
0.0588,0.9725,0.4902,5
0.6824,0.3059,0.4157,3
0.4706,0.6510,0.2392,5
0.6667,0.7098,0.2078,5
0.4471,0.8039,0.8627,6
0.2941,0.6980,0.9647,6
0.5569,0.4471,0.1882,3
0.9098,0.7804,0.6784,12
0.7608,0.2980,0.6824,8
0.2941,0.9529,0.5961,5
0.8157,0.8824,0.4941,5
0.1961,0.4706,0.3647,5
0.6588,0.0667,0.3059,0
0.5176,0.3725,0.9333,8
0.6902,0.5490,0.2275,3
0.0000,1.0000,0.0000,5
0.2588,0.6824,0.2392,5
0.9647,0.2784,0.2431,0
0.1922,0.7216,0.9765,6
0.6902,0.5569,0.4588,3
0.8549,0.6706,0.9843,8
0.5686,0.7333,0.8039,6
0.2667,0.2353,0.9059,8
